Start Time: 16:33:20,,,,,,,,,,,,,,,,,,
run_preprocessing=True, with: is_hl=True, to_seg=True, seg_len=30, hl_margins=(7, 0) ,,,,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.116,0.012,0.013,,ridge            , LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.131,0.004,0.017
linear_regression, LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.15,0.001,0.021,,linear_regression, LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.186,0,0.034
ridge            , LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.149,0.001,0.02,,ridge            , LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.185,0,0.028
linear_regression, LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.175,0,0.029,,linear_regression, LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.186,0,0.034
ridge            , LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.167,0,0.025,,ridge            , LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.183,0,0.028
linear_regression, LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.171,0,0.026,,linear_regression, LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.187,0,0.034
ridge            , LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.166,0,0.026,,ridge            , LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.19,0,0.031
linear_regression, LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.16,0.001,0.021,,linear_regression, LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.192,0,0.035
ridge            , LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.157,0.001,0.023,,ridge            , LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.194,0,0.032
linear_regression, LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.154,0.001,0.018,,linear_regression, LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.214,0,0.045
ridge            , LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.155,0.001,0.023,,ridge            , LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.215,0,0.039
linear_regression, LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.136,0.003,0.009,,linear_regression, LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.209,0,0.042
ridge            , LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.135,0.003,0.018,,ridge            , LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.209,0,0.037
linear_regression, LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.126,0.006,0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.205,0,0.04
ridge            , LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.129,0.005,0.017,,ridge            , LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.206,0,0.037
linear_regression, LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.112,0.015,-0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.195,0,0.034
ridge            , LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.118,0.011,0.014,,ridge            , LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.198,0,0.035
linear_regression, LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.142,0.002,0.007,,linear_regression, LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.193,0,0.032
ridge            , LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.148,0.001,0.022,,ridge            , LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.195,0,0.034
linear_regression, LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.137,0.003,0.001,,linear_regression, LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.171,0,0.02
ridge            , LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.149,0.001,0.022,,ridge            , LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.176,0,0.029
linear_regression, LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.078,0.093,0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.101,0.029,0.008
ridge            , LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.053,0.255,0.003,,ridge            , LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.083,0.073,0.007
linear_regression, LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.126,0.006,0.013,,linear_regression, LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.116,0.012,0.011
ridge            , LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.104,0.025,0.01,,ridge            , LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.09,0.051,0.008
linear_regression, LeaveOneClipOutForAllSubject, pca4, valence    , True, True,0.127,0.006,0.012,,linear_regression, LeaveOneClipOutForAllSubject, pca4, valence    , True, True,0.11,0.017,0.008
ridge            , LeaveOneClipOutForAllSubject, pca4, valence    , True, True,0.108,0.019,0.012,,ridge            , LeaveOneClipOutForAllSubject, pca4, valence    , True, True,0.094,0.042,0.009
linear_regression, LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.111,0.016,0.006,,linear_regression, LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.132,0.004,0.014
ridge            , LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.091,0.048,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.118,0.011,0.013
linear_regression, LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.107,0.021,0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.173,0,0.028
ridge            , LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.091,0.05,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.162,0,0.023
linear_regression, LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.09,0.052,-0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.165,0,0.024
ridge            , LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.074,0.111,0.005,,ridge            , LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.153,0.001,0.021
linear_regression, LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.08,0.086,-0.008,,linear_regression, LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.157,0.001,0.02
ridge            , LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.057,0.22,0.001,,ridge            , LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.147,0.001,0.02
linear_regression, LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.061,0.186,-0.016,,linear_regression, LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.145,0.002,0.014
ridge            , LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.042,0.367,-0.002,,ridge            , LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.137,0.003,0.018
linear_regression, LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.106,0.022,-0.002,,linear_regression, LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.137,0.003,0.01
ridge            , LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.1,0.031,0.01,,ridge            , LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.129,0.005,0.017
linear_regression, LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.108,0.019,-0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.122,0.008,0.003
ridge            , LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.105,0.023,0.011,,ridge            , LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.115,0.013,0.013
linear_regression, LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.095,0.04,0.005,,linear_regression, LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.142,0.002,0.018
ridge            , LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.096,0.037,0.009,,ridge            , LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.141,0.002,0.019
linear_regression, LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.122,0.008,0.011,,linear_regression, LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.134,0.004,0.015
ridge            , LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.122,0.008,0.015,,ridge            , LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.137,0.003,0.018
linear_regression, LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.116,0.012,0.007,,linear_regression, LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.12,0.01,0.009
ridge            , LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.118,0.011,0.014,,ridge            , LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.124,0.007,0.015
linear_regression, LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.098,0.034,0,,linear_regression, LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.128,0.006,0.01
ridge            , LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.1,0.03,0.01,,ridge            , LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.132,0.004,0.017
linear_regression, LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.087,0.06,-0.006,,linear_regression, LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.122,0.008,0.006
ridge            , LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.092,0.047,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.126,0.006,0.016
linear_regression, LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.073,0.115,-0.011,,linear_regression, LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.104,0.025,-0.002
ridge            , LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.079,0.089,0.005,,ridge            , LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.112,0.015,0.012
linear_regression, LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.057,0.217,-0.018,,linear_regression, LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.111,0.016,-0.002
ridge            , LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.065,0.162,0.002,,ridge            , LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.119,0.01,0.014
linear_regression, LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.036,0.433,-0.027,,linear_regression, LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.097,0.037,-0.009
ridge            , LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.048,0.301,-0.002,,ridge            , LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.107,0.02,0.011
linear_regression, LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.049,0.289,-0.025,,linear_regression, LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.08,0.085,-0.018
ridge            , LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.062,0.18,0.001,,ridge            , LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.093,0.044,0.007
linear_regression, LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.051,0.272,-0.026,,linear_regression, LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.063,0.176,-0.027
ridge            , LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.059,0.206,-0.001,,ridge            , LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.08,0.085,0.003
linear_regression, LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.066,0.157,0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.097,0.035,0.008
ridge            , LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.04,0.393,0.001,,ridge            , LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.08,0.084,0.006
linear_regression, LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.109,0.019,0.009,,linear_regression, LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.094,0.043,0.005
ridge            , LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.085,0.066,0.007,,ridge            , LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.068,0.141,0.005
linear_regression, LeaveOneClipOutForAllSubject, pca4, likeability, True, True,0.112,0.015,0.008,,linear_regression, LeaveOneClipOutForAllSubject, pca4, likeability, True, True,0.103,0.026,0.006
ridge            , LeaveOneClipOutForAllSubject, pca4, likeability, True, True,0.092,0.046,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca4, likeability, True, True,0.086,0.062,0.007
linear_regression, LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.093,0.045,0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.122,0.008,0.011
ridge            , LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.072,0.118,0.005,,ridge            , LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.113,0.015,0.012
linear_regression, LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.081,0.08,-0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.157,0.001,0.023
ridge            , LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.065,0.159,0.004,,ridge            , LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.147,0.001,0.019
linear_regression, LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.061,0.186,-0.01,,linear_regression, LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.156,0.001,0.022
ridge            , LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.044,0.344,0,,ridge            , LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.142,0.002,0.019
linear_regression, LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.05,0.28,-0.015,,linear_regression, LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.144,0.002,0.016
ridge            , LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.027,0.553,-0.003,,ridge            , LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.135,0.003,0.017
linear_regression, LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.036,0.432,-0.022,,linear_regression, LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.135,0.003,0.012
ridge            , LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.019,0.674,-0.005,,ridge            , LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.127,0.006,0.016
linear_regression, LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.104,0.024,-0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.134,0.004,0.01
ridge            , LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.102,0.027,0.01,,ridge            , LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.126,0.006,0.016
linear_regression, LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.101,0.029,-0.004,,linear_regression, LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.128,0.006,0.006
ridge            , LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.099,0.033,0.009,,ridge            , LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.116,0.012,0.013
linear_regression, LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.15,0.001,0.022,,linear_regression, LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.167,0,0.027
ridge            , LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.136,0.003,0.017,,ridge            , LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.159,0.001,0.022
linear_regression, LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.17,0,0.028,,linear_regression, LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.162,0,0.025
ridge            , LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.153,0.001,0.021,,ridge            , LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.153,0.001,0.021
linear_regression, LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.164,0,0.025,,linear_regression, LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.167,0,0.025
ridge            , LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.151,0.001,0.022,,ridge            , LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.163,0,0.024
linear_regression, LeaveOneClipOutForAllSubject, pca5, rewatch    , True, True,0.151,0.001,0.019,,linear_regression, LeaveOneClipOutForAllSubject, pca5, rewatch    , True, True,0.179,0,0.03
ridge            , LeaveOneClipOutForAllSubject, pca5, rewatch    , True, True,0.14,0.002,0.019,,ridge            , LeaveOneClipOutForAllSubject, pca5, rewatch    , True, True,0.175,0,0.027
linear_regression, LeaveOneClipOutForAllSubject, pca6, rewatch    , True, True,0.139,0.003,0.013,,linear_regression, LeaveOneClipOutForAllSubject, pca6, rewatch    , True, True,0.2,0,0.039
ridge            , LeaveOneClipOutForAllSubject, pca6, rewatch    , True, True,0.132,0.004,0.017,,ridge            , LeaveOneClipOutForAllSubject, pca6, rewatch    , True, True,0.196,0,0.033
linear_regression, LeaveOneClipOutForAllSubject, pca7, rewatch    , True, True,0.123,0.008,0.007,,linear_regression, LeaveOneClipOutForAllSubject, pca7, rewatch    , True, True,0.191,0,0.034
ridge            , LeaveOneClipOutForAllSubject, pca7, rewatch    , True, True,0.117,0.011,0.014,,ridge            , LeaveOneClipOutForAllSubject, pca7, rewatch    , True, True,0.186,0,0.031
linear_regression, LeaveOneClipOutForAllSubject, pca8, rewatch    , True, True,0.11,0.018,0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca8, rewatch    , True, True,0.182,0,0.03
ridge            , LeaveOneClipOutForAllSubject, pca8, rewatch    , True, True,0.105,0.023,0.011,,ridge            , LeaveOneClipOutForAllSubject, pca8, rewatch    , True, True,0.179,0,0.029
linear_regression, LeaveOneClipOutForAllSubject, pca9, rewatch    , True, True,0.096,0.039,-0.007,,linear_regression, LeaveOneClipOutForAllSubject, pca9, rewatch    , True, True,0.174,0,0.025
ridge            , LeaveOneClipOutForAllSubject, pca9, rewatch    , True, True,0.094,0.042,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca9, rewatch    , True, True,0.17,0,0.027
linear_regression, LeaveOneClipOutForAllSubject, pca10, rewatch    , True, True,0.131,0.005,0.007,,linear_regression, LeaveOneClipOutForAllSubject, pca10, rewatch    , True, True,0.174,0,0.025
ridge            , LeaveOneClipOutForAllSubject, pca10, rewatch    , True, True,0.133,0.004,0.018,,ridge            , LeaveOneClipOutForAllSubject, pca10, rewatch    , True, True,0.169,0,0.027
linear_regression, LeaveOneClipOutForAllSubject, pca11, rewatch    , True, True,0.129,0.005,0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca11, rewatch    , True, True,0.162,0,0.018
ridge            , LeaveOneClipOutForAllSubject, pca11, rewatch    , True, True,0.137,0.003,0.019,,ridge            , LeaveOneClipOutForAllSubject, pca11, rewatch    , True, True,0.158,0.001,0.024
linear_regression, LeaveOneSubjOut, pca2, valence    , True, True,0.096,0.038,0.008,,linear_regression, LeaveOneSubjOut, pca2, valence    , True, True,0.126,0.006,0.015
ridge            , LeaveOneSubjOut, pca2, valence    , True, True,0.09,0.051,0.008,,ridge            , LeaveOneSubjOut, pca2, valence    , True, True,0.126,0.006,0.013
linear_regression, LeaveOneSubjOut, pca3, valence    , True, True,0.146,0.002,0.02,,linear_regression, LeaveOneSubjOut, pca3, valence    , True, True,0.14,0.002,0.019
ridge            , LeaveOneSubjOut, pca3, valence    , True, True,0.137,0.003,0.016,,ridge            , LeaveOneSubjOut, pca3, valence    , True, True,0.133,0.004,0.015
linear_regression, LeaveOneSubjOut, pca4, valence    , True, True,0.146,0.002,0.019,,linear_regression, LeaveOneSubjOut, pca4, valence    , True, True,0.125,0.007,0.012
ridge            , LeaveOneSubjOut, pca4, valence    , True, True,0.14,0.002,0.018,,ridge            , LeaveOneSubjOut, pca4, valence    , True, True,0.124,0.007,0.014
linear_regression, LeaveOneSubjOut, pca5, valence    , True, True,0.127,0.006,0.01,,linear_regression, LeaveOneSubjOut, pca5, valence    , True, True,0.146,0.002,0.018
ridge            , LeaveOneSubjOut, pca5, valence    , True, True,0.118,0.011,0.014,,ridge            , LeaveOneSubjOut, pca5, valence    , True, True,0.145,0.002,0.019
linear_regression, LeaveOneSubjOut, pca6, valence    , True, True,0.119,0.01,0.006,,linear_regression, LeaveOneSubjOut, pca6, valence    , True, True,0.186,0,0.034
ridge            , LeaveOneSubjOut, pca6, valence    , True, True,0.117,0.011,0.013,,ridge            , LeaveOneSubjOut, pca6, valence    , True, True,0.187,0,0.028
linear_regression, LeaveOneSubjOut, pca7, valence    , True, True,0.104,0.024,0,,linear_regression, LeaveOneSubjOut, pca7, valence    , True, True,0.181,0,0.031
ridge            , LeaveOneSubjOut, pca7, valence    , True, True,0.099,0.032,0.01,,ridge            , LeaveOneSubjOut, pca7, valence    , True, True,0.181,0,0.027
linear_regression, LeaveOneSubjOut, pca8, valence    , True, True,0.101,0.029,-0.002,,linear_regression, LeaveOneSubjOut, pca8, valence    , True, True,0.176,0,0.028
ridge            , LeaveOneSubjOut, pca8, valence    , True, True,0.091,0.05,0.008,,ridge            , LeaveOneSubjOut, pca8, valence    , True, True,0.178,0,0.028
linear_regression, LeaveOneSubjOut, pca9, valence    , True, True,0.081,0.08,-0.013,,linear_regression, LeaveOneSubjOut, pca9, valence    , True, True,0.167,0,0.023
ridge            , LeaveOneSubjOut, pca9, valence    , True, True,0.075,0.106,0.004,,ridge            , LeaveOneSubjOut, pca9, valence    , True, True,0.172,0,0.026
linear_regression, LeaveOneSubjOut, pca10, valence    , True, True,0.13,0.005,0.005,,linear_regression, LeaveOneSubjOut, pca10, valence    , True, True,0.164,0,0.021
ridge            , LeaveOneSubjOut, pca10, valence    , True, True,0.133,0.004,0.018,,ridge            , LeaveOneSubjOut, pca10, valence    , True, True,0.169,0,0.026
linear_regression, LeaveOneSubjOut, pca11, valence    , True, True,0.126,0.006,0.001,,linear_regression, LeaveOneSubjOut, pca11, valence    , True, True,0.147,0.001,0.013
ridge            , LeaveOneSubjOut, pca11, valence    , True, True,0.132,0.004,0.017,,ridge            , LeaveOneSubjOut, pca11, valence    , True, True,0.15,0.001,0.021
linear_regression, LeaveOneSubjOut, pca2, arousal    , True, True,0.115,0.013,0.011,,linear_regression, LeaveOneSubjOut, pca2, arousal    , True, True,0.155,0.001,0.023
ridge            , LeaveOneSubjOut, pca2, arousal    , True, True,0.125,0.007,0.015,,ridge            , LeaveOneSubjOut, pca2, arousal    , True, True,0.163,0,0.024
linear_regression, LeaveOneSubjOut, pca3, arousal    , True, True,0.145,0.002,0.019,,linear_regression, LeaveOneSubjOut, pca3, arousal    , True, True,0.154,0.001,0.022
ridge            , LeaveOneSubjOut, pca3, arousal    , True, True,0.153,0.001,0.021,,ridge            , LeaveOneSubjOut, pca3, arousal    , True, True,0.166,0,0.025
linear_regression, LeaveOneSubjOut, pca4, arousal    , True, True,0.14,0.002,0.016,,linear_regression, LeaveOneSubjOut, pca4, arousal    , True, True,0.139,0.002,0.016
ridge            , LeaveOneSubjOut, pca4, arousal    , True, True,0.15,0.001,0.021,,ridge            , LeaveOneSubjOut, pca4, arousal    , True, True,0.153,0.001,0.022
linear_regression, LeaveOneSubjOut, pca5, arousal    , True, True,0.12,0.01,0.007,,linear_regression, LeaveOneSubjOut, pca5, arousal    , True, True,0.147,0.001,0.017
ridge            , LeaveOneSubjOut, pca5, arousal    , True, True,0.133,0.004,0.017,,ridge            , LeaveOneSubjOut, pca5, arousal    , True, True,0.161,0,0.024
linear_regression, LeaveOneSubjOut, pca6, arousal    , True, True,0.111,0.016,0.002,,linear_regression, LeaveOneSubjOut, pca6, arousal    , True, True,0.145,0.002,0.015
ridge            , LeaveOneSubjOut, pca6, arousal    , True, True,0.127,0.006,0.016,,ridge            , LeaveOneSubjOut, pca6, arousal    , True, True,0.158,0.001,0.024
linear_regression, LeaveOneSubjOut, pca7, arousal    , True, True,0.097,0.036,-0.005,,linear_regression, LeaveOneSubjOut, pca7, arousal    , True, True,0.128,0.006,0.007
ridge            , LeaveOneSubjOut, pca7, arousal    , True, True,0.114,0.014,0.013,,ridge            , LeaveOneSubjOut, pca7, arousal    , True, True,0.145,0.002,0.021
linear_regression, LeaveOneSubjOut, pca8, arousal    , True, True,0.083,0.072,-0.011,,linear_regression, LeaveOneSubjOut, pca8, arousal    , True, True,0.141,0.002,0.01
ridge            , LeaveOneSubjOut, pca8, arousal    , True, True,0.101,0.029,0.01,,ridge            , LeaveOneSubjOut, pca8, arousal    , True, True,0.157,0.001,0.024
linear_regression, LeaveOneSubjOut, pca9, arousal    , True, True,0.061,0.185,-0.022,,linear_regression, LeaveOneSubjOut, pca9, arousal    , True, True,0.126,0.006,0.003
ridge            , LeaveOneSubjOut, pca9, arousal    , True, True,0.084,0.07,0.006,,ridge            , LeaveOneSubjOut, pca9, arousal    , True, True,0.146,0.002,0.021
linear_regression, LeaveOneSubjOut, pca10, arousal    , True, True,0.077,0.095,-0.017,,linear_regression, LeaveOneSubjOut, pca10, arousal    , True, True,0.105,0.023,-0.009
ridge            , LeaveOneSubjOut, pca10, arousal    , True, True,0.1,0.03,0.01,,ridge            , LeaveOneSubjOut, pca10, arousal    , True, True,0.127,0.006,0.016
linear_regression, LeaveOneSubjOut, pca11, arousal    , True, True,0.074,0.109,-0.021,,linear_regression, LeaveOneSubjOut, pca11, arousal    , True, True,0.09,0.051,-0.016
ridge            , LeaveOneSubjOut, pca11, arousal    , True, True,0.095,0.039,0.008,,ridge            , LeaveOneSubjOut, pca11, arousal    , True, True,0.115,0.013,0.013
linear_regression, LeaveOneSubjOut, pca2, likeability, True, True,0.082,0.076,0.005,,linear_regression, LeaveOneSubjOut, pca2, likeability, True, True,0.126,0.006,0.016
ridge            , LeaveOneSubjOut, pca2, likeability, True, True,0.078,0.093,0.006,,ridge            , LeaveOneSubjOut, pca2, likeability, True, True,0.125,0.007,0.013
linear_regression, LeaveOneSubjOut, pca3, likeability, True, True,0.13,0.005,0.016,,linear_regression, LeaveOneSubjOut, pca3, likeability, True, True,0.124,0.007,0.014
ridge            , LeaveOneSubjOut, pca3, likeability, True, True,0.123,0.008,0.013,,ridge            , LeaveOneSubjOut, pca3, likeability, True, True,0.115,0.013,0.011
linear_regression, LeaveOneSubjOut, pca4, likeability, True, True,0.131,0.005,0.014,,linear_regression, LeaveOneSubjOut, pca4, likeability, True, True,0.123,0.008,0.012
ridge            , LeaveOneSubjOut, pca4, likeability, True, True,0.124,0.007,0.014,,ridge            , LeaveOneSubjOut, pca4, likeability, True, True,0.119,0.01,0.013
linear_regression, LeaveOneSubjOut, pca5, likeability, True, True,0.109,0.019,0.006,,linear_regression, LeaveOneSubjOut, pca5, likeability, True, True,0.137,0.003,0.016
ridge            , LeaveOneSubjOut, pca5, likeability, True, True,0.102,0.028,0.01,,ridge            , LeaveOneSubjOut, pca5, likeability, True, True,0.14,0.002,0.017
linear_regression, LeaveOneSubjOut, pca6, likeability, True, True,0.093,0.045,-0.001,,linear_regression, LeaveOneSubjOut, pca6, likeability, True, True,0.171,0,0.028
ridge            , LeaveOneSubjOut, pca6, likeability, True, True,0.092,0.047,0.008,,ridge            , LeaveOneSubjOut, pca6, likeability, True, True,0.173,0,0.025
